genus,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode08,barcode09,barcode10,barcode11,barcode12,barcode14,barcode15,barcode16,barcode19,barcode20,barcode21,total,superkingdom,kingdom,phylum,class,order,family,tax
Bryobacter,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bacteria;Bacteria_none;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter
Aridibacter,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Bacteria,Bacteria_none,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Bacteria;Bacteria_none;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Aridibacter
Blastocatella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Bacteria;Bacteria_none;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Blastocatella
Blastocatellaceae_uncultured,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Bacteria,Bacteria_none,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Bacteria;Bacteria_none;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Blastocatellaceae_uncultured
JGI 0001001-H03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Bacteria,Bacteria_none,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Bacteria;Bacteria_none;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI 0001001-H03
Stenotrophobacter,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Bacteria;Bacteria_none;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter
RB41,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Bacteria,Bacteria_none,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Bacteria;Bacteria_none;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41
Unclassified_Vicinamibacteraceae,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,Bacteria,Bacteria_none,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Bacteria;Bacteria_none;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Unclassified_Vicinamibacteraceae
Unclassified_Vicinamibacterales_uncultured,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,Bacteria,Bacteria_none,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacterales_uncultured,Bacteria;Bacteria_none;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacterales_uncultured;Unclassified_Vicinamibacterales_uncultured
Iamia,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Bacteria;Bacteria_none;Actinobacteriota;Acidimicrobiia;Microtrichales;Iamiaceae;Iamia
Ilumatobacteraceae_uncultured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Bacteria;Bacteria_none;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacteraceae_uncultured
Actinomyces,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
F0332,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;F0332
Gardnerella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella
Corynebacterium,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
Lawsonella,0.0,6.0,9.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Lawsonella
Unclassified_Corynebacteriaceae,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Unclassified_Corynebacteriaceae
Dietzia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Corynebacteriales,Dietziaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Corynebacteriales;Dietziaceae;Dietzia
Rhodococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus
Williamsia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Williamsia
Jatrophihabitans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans
Blastococcus,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae;Blastococcus
Nakamurella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella
Pseudokineococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;Pseudokineococcus
Quadrisphaera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;Quadrisphaera
Brevibacterium,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium
Cellulomonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas
Brachybacterium,0.0,0.0,6.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium
Dermacoccus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;Dermacoccus
Flexivirga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;Flexivirga
Dermatophilaceae_uncultured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Dermatophilaceae;Dermatophilaceae_uncultured
Unclassified_Dermatophilaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Dermatophilaceae;Unclassified_Dermatophilaceae
Intrasporangiaceae_uncultured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Intrasporangiaceae_uncultured
Intrasporangium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Intrasporangium
Janibacter,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Janibacter
Lapillicoccus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Lapillicoccus
Ornithinimicrobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Ornithinimicrobium
Terracoccus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Terracoccus
Agrococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Agrococcus
Amnibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Amnibacterium
Curtobacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium
Microbacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium
Schumannella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Schumannella
Arthrobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter
Glutamicibacter,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Glutamicibacter
Kocuria,0.0,0.0,16.0,3.0,0.0,1.0,2.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,43.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria
Micrococcus,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,1.0,9.0,1.0,6.0,0.0,50.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus
Nesterenkonia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Nesterenkonia
Pseudarthrobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter
Rothia,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,8.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Rothia
Cellulosimicrobium,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;Cellulosimicrobium
Actinoplanes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes
Marmoricola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola
Nocardioides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides
Auraticoccus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Auraticoccus
Cutibacterium,21.0,496.0,3409.0,2205.0,710.0,701.0,886.0,1083.0,76.0,1791.0,1706.0,701.0,588.0,8788.0,267.0,1050.0,0.0,24478.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium
Friedmanniella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Friedmanniella
Marinilutecoccus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Marinilutecoccus
Microlunatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Microlunatus
Pseudopropionibacterium,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bacteria,Bacteria_none,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Pseudopropionibacterium
Atopobium,0.0,0.0,3.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,57.0,Bacteria,Bacteria_none,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Bacteria;Bacteria_none;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium
Rubrobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Bacteria,Bacteria_none,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Bacteria;Bacteria_none;Actinobacteriota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter
Gaiella,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Bacteria,Bacteria_none,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Bacteria;Bacteria_none;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella
